order_id,supplier_id,warehouse_id,product_id,quantity,unit_cost,total_cost,order_date,expected_delivery,order_status,priority,,,,0
PO000818,SUP0062,WH015,PRD0287,815,26735.75,21789636.25,06-02-2022,13-02-2022,Delivered,Low,,,,
PO000819,SUP0150,WH007,PRD0276,635,18646.95,11840813.25,07-07-2024,21-07-2024,Cancelled,High,,,,
PO000820,SUP0285,WH019,PRD0253,438,27611.55,12093858.9,14-04-2024,25-04-2024,Delivered,Medium,,,,
PO000821,SUP0198,WH006,PRD0361,390,29182.03,11380991.7,11-03-2023,11-04-2023,Cancelled,Low,,,,
PO000822,SUP0230,WH015,PRD0241,317,40887.56,12961356.52,12-04-2024,26-04-2024,Delivered,Medium,,,,
PO000823,SUP0125,WH016,PRD0114,464,8721.24,4046655.36,20-12-2022,21-01-2023,Delivered,Critical,,,,
PO000824,SUP0122,WH016,PRD0020,47,41194.41,1936137.27,25-09-2024,03-10-2024,Cancelled,High,,,,
PO000825,SUP0185,WH009,PRD0351,287,24198.3,6944912.1,11-10-2022,08-11-2022,Delivered,Medium,,,,
PO000826,SUP0203,WH003,PRD0150,932,21805.65,20322865.8,20-08-2022,01-09-2022,Delivered,Critical,,,,
PO000827,SUP0299,WH011,PRD0490,987,13897.74,13717069.38,15-06-2024,25-06-2024,Pending,High,,,,
PO000828,SUP0224,WH017,PRD0295,707,49245.49,34816561.43,27-01-2022,22-02-2022,Pending,Medium,,,,
PO000829,SUP0199,WH020,PRD0316,704,13488.64,9496002.56,23-02-2024,17-03-2024,Pending,High,,,,
PO000830,SUP0191,WH017,PRD0129,1000,35644.93,35644930,02-08-2024,28-08-2024,Cancelled,Low,,,,
PO000831,SUP0174,WH020,PRD0334,874,28694.44,25078940.56,15-12-2023,16-01-2024,Cancelled,High,,,,
PO000832,SUP0156,WH003,PRD0037,681,29067.86,19795212.66,11-03-2023,25-03-2023,Pending,Low,,,,
PO000833,SUP0175,WH009,PRD0450,983,28223.87,27744064.21,10-08-2024,15-09-2024,In Transit,High,,,,
PO000834,SUP0093,WH010,PRD0261,171,41233.11,7050861.81,18-11-2024,11-12-2024,Delivered,Low,,,,
PO000835,SUP0201,WH012,PRD0167,831,16644.34,13831446.54,08-03-2024,01-04-2024,Delivered,Medium,,,,
PO000836,SUP0042,WH017,PRD0156,968,42638.86,41274416.48,09-09-2024,25-09-2024,Pending,Critical,,,,
PO000837,SUP0124,WH006,PRD0422,453,30370.72,13757936.16,26-10-2022,28-11-2022,Delivered,Low,,,,
PO000838,SUP0109,WH007,PRD0331,530,3835.78,2032963.4,22-02-2022,15-03-2022,Delivered,Critical,,,,
PO000839,SUP0240,WH008,PRD0242,216,42925.92,9271998.72,18-10-2023,27-11-2023,Delivered,High,,,,
PO000840,SUP0252,WH012,PRD0258,897,30096.98,26996991.06,28-10-2023,09-11-2023,In Transit,Medium,,,,
PO000841,SUP0079,WH013,PRD0487,409,19817.64,8105414.76,22-12-2023,05-01-2024,Cancelled,Critical,,,,
PO000842,SUP0112,WH014,PRD0481,745,20092.18,14968674.1,01-07-2023,18-07-2023,Delivered,High,,,,
PO000843,SUP0211,WH013,PRD0138,118,40236.47,4747903.46,04-10-2022,25-10-2022,Delivered,Medium,,,,
PO000844,SUP0298,WH010,PRD0288,930,26598.59,24736688.7,23-01-2024,17-02-2024,In Transit,Medium,,,,
PO000845,SUP0293,WH018,PRD0159,677,19872.6,13453750.2,11-08-2022,12-09-2022,Cancelled,Low,,,,
PO000846,SUP0289,WH005,PRD0496,573,44836.54,25691337.42,04-01-2023,28-01-2023,Pending,Low,,,,
PO000847,SUP0017,WH010,PRD0410,847,41753.94,35365587.18,20-01-2022,31-01-2022,Pending,Critical,,,,
PO000848,SUP0114,WH006,PRD0051,616,26890.76,16564708.16,23-10-2024,12-11-2024,In Transit,Medium,,,,
PO000849,SUP0098,WH016,PRD0398,251,942.86,236657.86,04-02-2024,02-03-2024,In Transit,Medium,,,,
PO000850,SUP0198,WH005,PRD0412,303,49716.22,15064014.66,21-10-2023,21-11-2023,Delivered,Medium,,,,
PO000851,SUP0052,WH007,PRD0290,441,25216.49,11120472.09,22-03-2022,02-04-2022,Delivered,Low,,,,
PO000852,SUP0246,WH016,PRD0454,548,33016.47,18093025.56,26-06-2024,04-07-2024,In Transit,Medium,,,,
PO000853,SUP0089,WH010,PRD0382,484,17535.21,8487041.64,20-06-2023,22-07-2023,In Transit,Medium,,,,
PO000854,SUP0288,WH009,PRD0186,695,26369.78,18326997.1,19-02-2022,07-03-2022,Pending,Low,,,,
PO000855,SUP0110,WH006,PRD0395,539,1990.53,1072895.67,19-10-2023,01-11-2023,In Transit,Medium,,,,
PO000856,SUP0039,WH005,PRD0234,499,5714.69,2851630.31,12-07-2022,27-07-2022,Delivered,Medium,,,,
PO000857,SUP0075,WH019,PRD0255,400,8229.08,3291632,25-11-2023,25-12-2023,Delivered,Medium,,,,
PO000858,SUP0195,WH018,PRD0188,880,3071.84,2703219.2,07-04-2022,28-04-2022,Delivered,High,,,,
PO000859,SUP0090,WH003,PRD0264,164,13896.51,2279027.64,11-05-2023,10-06-2023,Pending,Critical,,,,
PO000860,SUP0277,WH017,PRD0152,732,15971.08,11690830.56,17-03-2023,01-04-2023,Delivered,Medium,,,,
PO000861,SUP0267,WH016,PRD0242,624,42925.92,26785774.08,06-11-2022,07-12-2022,Delivered,Medium,,,,
PO000862,SUP0188,WH010,PRD0212,635,48722.48,30938774.8,02-10-2022,05-11-2022,Pending,Low,,,,
PO000863,SUP0067,WH001,PRD0087,454,48409.62,21977967.48,03-08-2023,21-08-2023,Cancelled,High,,,,
PO000864,SUP0164,WH020,PRD0446,874,10614.13,9276749.62,05-12-2022,31-12-2022,Delivered,High,,,,
PO000865,SUP0225,WH007,PRD0316,620,13488.64,8362956.8,09-01-2023,27-01-2023,Delivered,Low,,,,
PO000866,SUP0116,WH009,PRD0354,491,30488.79,14969995.89,04-05-2022,20-05-2022,Delivered,Medium,,,,
PO000867,SUP0282,WH005,PRD0398,663,942.86,625116.18,05-10-2022,02-11-2022,Pending,Low,,,,
PO000868,SUP0160,WH008,PRD0495,14,12239.34,171350.76,09-04-2024,13-05-2024,Delivered,Medium,,,,
PO000869,SUP0115,WH009,PRD0421,400,38760.87,15504348,11-06-2023,10-07-2023,In Transit,High,,,,
PO000870,SUP0243,WH018,PRD0380,401,15961.16,6400425.16,14-01-2024,28-01-2024,Delivered,High,,,,
PO000871,SUP0300,WH009,PRD0323,517,44009.52,22752921.84,28-10-2022,18-11-2022,Delivered,Low,,,,
PO000872,SUP0119,WH006,PRD0314,671,37934.38,25453968.98,17-02-2022,21-02-2022,Cancelled,High,,,,
PO000873,SUP0008,WH019,PRD0140,703,497.66,349854.98,11-06-2023,29-06-2023,Pending,Low,,,,
PO000874,SUP0120,WH018,PRD0221,986,23306.39,22980100.54,05-12-2024,09-01-2025,Delivered,Medium,,,,
PO000875,SUP0152,WH017,PRD0117,764,25102.34,19178187.76,08-03-2023,30-03-2023,In Transit,Critical,,,,
PO000876,SUP0016,WH015,PRD0491,28,28787.85,806059.8,20-03-2024,07-04-2024,In Transit,Medium,,,,
PO000877,SUP0206,WH003,PRD0193,576,34708.66,19992188.16,06-05-2023,10-06-2023,In Transit,High,,,,
PO000878,SUP0154,WH013,PRD0277,771,23579.77,18180002.67,03-11-2024,24-11-2024,Delivered,Medium,,,,
PO000879,SUP0224,WH003,PRD0057,315,34702.48,10931281.2,22-03-2024,07-04-2024,Cancelled,High,,,,
PO000880,SUP0133,WH012,PRD0017,853,36072.88,30770166.64,11-04-2023,05-05-2023,Pending,Low,,,,
PO000881,SUP0035,WH019,PRD0224,936,19416.59,18173928.24,08-03-2023,25-03-2023,Delivered,High,,,,
PO000882,SUP0217,WH017,PRD0309,233,7542.31,1757358.23,28-01-2022,03-03-2022,Pending,Low,,,,
PO000883,SUP0298,WH008,PRD0231,626,45549.14,28513761.64,25-09-2023,01-10-2023,Delivered,Medium,,,,
PO000884,SUP0246,WH018,PRD0149,912,25320.85,23092615.2,09-06-2024,22-06-2024,Delivered,Low,,,,
PO000885,SUP0144,WH003,PRD0421,252,38760.87,9767739.24,15-06-2023,14-07-2023,Pending,Low,,,,
PO000886,SUP0209,WH008,PRD0146,224,11984.56,2684541.44,25-02-2023,04-03-2023,Delivered,Medium,,,,
PO000887,SUP0137,WH003,PRD0462,217,2267.57,492062.69,11-12-2024,31-12-2024,Delivered,Medium,,,,
PO000888,SUP0107,WH017,PRD0303,672,20999.41,14111603.52,15-09-2024,09-10-2024,Delivered,Critical,,,,
PO000889,SUP0254,WH001,PRD0453,907,30081.85,27284237.95,23-02-2022,28-03-2022,Delivered,Low,,,,
PO000890,SUP0067,WH004,PRD0443,807,14112.39,11388698.73,20-08-2024,04-09-2024,Delivered,Medium,,,,
PO000891,SUP0095,WH008,PRD0168,37,28736.82,1063262.34,10-06-2022,30-06-2022,Cancelled,Medium,,,,
PO000892,SUP0277,WH009,PRD0430,41,42414.29,1738985.89,26-12-2022,20-01-2023,Cancelled,Medium,,,,
PO000893,SUP0217,WH012,PRD0324,658,20623.08,13569986.64,14-04-2023,19-04-2023,Delivered,Medium,,,,
PO000894,SUP0283,WH016,PRD0316,891,13488.64,12018378.24,02-06-2022,25-06-2022,Cancelled,High,,,,
PO000895,SUP0064,WH012,PRD0378,304,38705.68,11766526.72,01-05-2023,08-06-2023,Pending,Critical,,,,
PO000896,SUP0200,WH007,PRD0053,255,19493.1,4970740.5,08-02-2024,08-03-2024,Delivered,Medium,,,,
PO000897,SUP0189,WH016,PRD0030,830,3790.86,3146413.8,02-12-2024,26-12-2024,Delivered,Low,,,,
PO000898,SUP0031,WH008,PRD0297,924,18822.1,17391620.4,02-12-2024,06-01-2025,Delivered,Critical,,,,
PO000899,SUP0281,WH018,PRD0455,334,46125.36,15405870.24,01-09-2022,02-10-2022,Delivered,Medium,,,,
PO000900,SUP0233,WH008,PRD0265,769,35583.58,27363773.02,24-07-2023,04-08-2023,Delivered,Medium,,,,
PO000901,SUP0166,WH010,PRD0391,922,465.8,429467.6,18-04-2023,28-04-2023,Delivered,Low,,,,
PO000902,SUP0290,WH009,PRD0191,329,16197.9,5329109.1,08-04-2024,12-05-2024,Delivered,High,,,,
PO000903,SUP0286,WH020,PRD0122,576,47676.06,27461410.56,27-05-2023,09-06-2023,Delivered,Medium,,,,
PO000904,SUP0125,WH012,PRD0086,35,34894.72,1221315.2,14-02-2023,15-03-2023,Delivered,Medium,,,,
PO000905,SUP0103,WH001,PRD0380,771,15961.16,12306054.36,10-06-2024,27-06-2024,Delivered,Critical,,,,
PO000906,SUP0136,WH001,PRD0441,673,17317.11,11654415.03,20-01-2024,17-02-2024,Delivered,Low,,,,
PO000907,SUP0217,WH011,PRD0272,333,42047.87,14001940.71,26-06-2023,09-07-2023,Cancelled,Medium,,,,
PO000908,SUP0122,WH017,PRD0141,845,37004.84,31269089.8,16-09-2023,09-10-2023,Pending,High,,,,
PO000909,SUP0242,WH004,PRD0358,348,31245.96,10873594.08,02-01-2024,03-02-2024,Delivered,High,,,,
PO000910,SUP0056,WH014,PRD0483,507,10165.19,5153751.33,22-02-2022,16-03-2022,Pending,Critical,,,,
PO000911,SUP0184,WH015,PRD0269,518,36862.93,19094997.74,13-09-2022,09-10-2022,In Transit,Medium,,,,
PO000912,SUP0234,WH007,PRD0470,775,13139.01,10182732.75,03-10-2022,22-10-2022,In Transit,Medium,,,,
PO000913,SUP0066,WH007,PRD0500,520,37464.53,19481555.6,20-07-2024,25-07-2024,Pending,Medium,,,,
PO000914,SUP0082,WH004,PRD0213,945,36525.7,34516786.5,24-10-2022,25-11-2022,Delivered,High,,,,
PO000915,SUP0137,WH014,PRD0320,110,49080.3,5398833,03-01-2022,09-01-2022,Cancelled,High,,,,
PO000916,SUP0135,WH014,PRD0499,613,41625.63,25516511.19,19-01-2023,10-02-2023,Pending,Low,,,,
PO000917,SUP0050,WH017,PRD0196,745,47440.04,35342829.8,20-04-2024,30-05-2024,Delivered,Medium,,,,
PO000918,SUP0164,WH008,PRD0479,241,30052.25,7242592.25,05-07-2024,10-07-2024,Delivered,High,,,,
PO000919,SUP0073,WH007,PRD0200,877,44277.48,38831349.96,21-02-2024,29-03-2024,Cancelled,Medium,,,,
PO000920,SUP0209,WH005,PRD0226,347,19800.74,6870856.78,02-10-2024,25-10-2024,Pending,Medium,,,,
PO000921,SUP0252,WH016,PRD0412,604,49716.22,30028596.88,15-02-2022,12-03-2022,Cancelled,High,,,,
PO000922,SUP0119,WH012,PRD0404,52,14819.43,770610.36,26-06-2024,10-07-2024,Delivered,High,,,,
PO000923,SUP0057,WH019,PRD0489,415,27999.78,11619908.7,21-12-2024,13-01-2025,In Transit,Low,,,,
PO000924,SUP0102,WH004,PRD0290,619,25216.49,15609007.31,23-06-2023,07-07-2023,Delivered,Low,,,,
PO000925,SUP0165,WH002,PRD0403,175,6905.43,1208450.25,24-07-2022,27-08-2022,In Transit,High,,,,
PO000926,SUP0065,WH002,PRD0311,942,48866.82,46032544.44,19-06-2022,13-07-2022,Pending,High,,,,
PO000927,SUP0183,WH004,PRD0022,737,19972.16,14719481.92,16-06-2024,08-07-2024,Delivered,Low,,,,
PO000928,SUP0242,WH001,PRD0487,496,19817.64,9829549.44,10-03-2022,22-03-2022,In Transit,High,,,,
PO000929,SUP0059,WH020,PRD0067,335,27531.34,9222998.9,22-05-2024,12-06-2024,Delivered,Low,,,,
PO000930,SUP0219,WH002,PRD0113,801,43054.62,34486750.62,07-06-2024,29-06-2024,Cancelled,Low,,,,
PO000931,SUP0068,WH001,PRD0429,844,4618.65,3898140.6,26-10-2023,20-11-2023,Pending,High,,,,
PO000932,SUP0023,WH003,PRD0240,750,11955.21,8966407.5,23-02-2024,10-03-2024,Cancelled,Low,,,,
PO000933,SUP0078,WH016,PRD0329,925,44613.89,41267848.25,27-02-2023,04-03-2023,Delivered,Low,,,,
PO000934,SUP0248,WH009,PRD0254,426,37473.16,15963566.16,14-11-2024,05-12-2024,Delivered,Critical,,,,
PO000935,SUP0236,WH005,PRD0201,421,36491.37,15362866.77,09-01-2024,27-01-2024,Cancelled,Low,,,,
PO000936,SUP0288,WH007,PRD0325,919,716.77,658711.63,14-09-2024,12-10-2024,Cancelled,Medium,,,,
PO000937,SUP0216,WH016,PRD0238,798,8692.77,6936830.46,15-05-2024,01-06-2024,Cancelled,Low,,,,
PO000938,SUP0095,WH020,PRD0068,632,27201,17191032,04-11-2023,30-11-2023,Delivered,Low,,,,
PO000939,SUP0170,WH004,PRD0118,496,32062.81,15903153.76,16-01-2022,14-02-2022,Pending,Critical,,,,
PO000940,SUP0051,WH007,PRD0280,605,6954.53,4207490.65,26-11-2023,17-12-2023,Pending,High,,,,
PO000941,SUP0028,WH006,PRD0046,970,16616.38,16117888.6,24-09-2022,15-10-2022,Pending,Low,,,,
PO000942,SUP0296,WH005,PRD0409,321,42587.8,13670683.8,17-08-2023,03-09-2023,Pending,High,,,,
PO000943,SUP0255,WH002,PRD0280,670,6954.53,4659535.1,02-10-2022,15-10-2022,Delivered,Low,,,,
PO000944,SUP0083,WH015,PRD0211,603,44498.69,26832710.07,17-10-2022,22-10-2022,Pending,Medium,,,,
PO000945,SUP0042,WH009,PRD0120,735,16404.84,12057557.4,07-08-2023,31-08-2023,Delivered,Low,,,,
PO000946,SUP0103,WH020,PRD0396,985,27948.4,27529174,09-09-2022,08-10-2022,Cancelled,Critical,,,,
PO000947,SUP0013,WH002,PRD0104,754,20644.32,15565817.28,23-09-2022,01-11-2022,Delivered,Low,,,,
PO000948,SUP0086,WH015,PRD0469,400,18177.26,7270904,11-02-2024,02-03-2024,Cancelled,High,,,,
PO000949,SUP0266,WH003,PRD0001,381,41949.87,15982900.47,07-03-2022,02-04-2022,Delivered,Medium,,,,
PO000950,SUP0254,WH005,PRD0461,162,38766.03,6280096.86,04-10-2023,02-11-2023,Pending,High,,,,
PO000951,SUP0138,WH018,PRD0135,372,40175.46,14945271.12,02-03-2024,16-03-2024,In Transit,High,,,,
PO000952,SUP0155,WH004,PRD0066,93,39058.94,3632481.42,08-06-2022,08-07-2022,In Transit,Medium,,,,
PO000953,SUP0277,WH013,PRD0386,426,34159.31,14551866.06,28-10-2022,15-11-2022,Delivered,Critical,,,,
PO000954,SUP0123,WH003,PRD0424,289,3862.46,1116250.94,20-06-2022,23-07-2022,Cancelled,High,,,,
PO000955,SUP0074,WH020,PRD0147,632,4742.03,2996962.96,10-04-2024,11-05-2024,Delivered,Medium,,,,
PO000956,SUP0251,WH001,PRD0472,860,39211.04,33721494.4,23-06-2022,04-07-2022,Delivered,High,,,,
PO000957,SUP0039,WH007,PRD0101,731,37682.57,27545958.67,18-03-2023,16-04-2023,Cancelled,Low,,,,
PO000958,SUP0203,WH001,PRD0228,864,22507.08,19446117.12,06-01-2022,23-01-2022,Cancelled,Low,,,,
PO000959,SUP0218,WH001,PRD0206,683,37936.35,25910527.05,15-10-2023,01-11-2023,Delivered,Low,,,,
PO000960,SUP0028,WH003,PRD0485,736,33733.82,24828091.52,16-04-2022,02-05-2022,Delivered,Critical,,,,
PO000961,SUP0128,WH013,PRD0222,852,7641.42,6510489.84,18-11-2022,03-12-2022,Pending,High,,,,
PO000962,SUP0038,WH012,PRD0136,814,45801.15,37282136.1,08-04-2024,21-04-2024,In Transit,High,,,,
PO000963,SUP0125,WH018,PRD0054,207,42291.34,8754307.38,11-01-2024,24-01-2024,Cancelled,Medium,,,,
PO000964,SUP0238,WH020,PRD0391,179,465.8,83378.2,18-11-2024,03-12-2024,Cancelled,Critical,,,,
PO000965,SUP0106,WH011,PRD0320,642,49080.3,31509552.6,28-03-2024,09-04-2024,Pending,Critical,,,,
PO000966,SUP0079,WH014,PRD0313,793,33870.65,26859425.45,01-04-2023,05-05-2023,In Transit,Low,,,,
PO000967,SUP0209,WH007,PRD0083,645,39750.47,25639053.15,09-01-2022,26-01-2022,Pending,Critical,,,,
PO000968,SUP0055,WH005,PRD0452,676,23623.53,15969506.28,16-12-2023,25-12-2023,Cancelled,High,,,,
PO000969,SUP0277,WH006,PRD0138,477,40236.47,19192796.19,03-11-2023,19-11-2023,Pending,Critical,,,,
PO000970,SUP0177,WH001,PRD0493,541,40166.82,21730249.62,26-02-2022,24-03-2022,Delivered,Critical,,,,
PO000971,SUP0265,WH017,PRD0096,979,4849.67,4747826.93,09-02-2022,28-02-2022,In Transit,High,,,,
PO000972,SUP0079,WH004,PRD0324,887,20623.08,18292671.96,27-02-2023,12-03-2023,Delivered,Medium,,,,
PO000973,SUP0227,WH002,PRD0455,820,46125.36,37822795.2,17-04-2024,09-05-2024,Cancelled,High,,,,
PO000974,SUP0175,WH004,PRD0293,749,45079.05,33764208.45,18-02-2024,26-03-2024,Cancelled,High,,,,
PO000975,SUP0022,WH014,PRD0391,597,465.8,278082.6,15-06-2022,01-07-2022,Pending,High,,,,
PO000976,SUP0099,WH016,PRD0366,713,17998.25,12832752.25,14-02-2024,23-02-2024,Pending,High,,,,
PO000977,SUP0166,WH015,PRD0050,999,40455.62,40415164.38,19-04-2022,15-05-2022,Delivered,Low,,,,
PO000978,SUP0089,WH015,PRD0323,464,44009.52,20420417.28,10-12-2024,07-01-2025,Delivered,Critical,,,,
PO000979,SUP0056,WH013,PRD0163,926,49130.11,45494481.86,24-11-2024,09-12-2024,Delivered,High,,,,
PO000980,SUP0183,WH003,PRD0135,851,40175.46,34189316.46,24-06-2022,14-07-2022,Delivered,Medium,,,,
PO000981,SUP0159,WH016,PRD0283,767,8923.53,6844347.51,21-03-2022,01-04-2022,Pending,High,,,,
PO000982,SUP0223,WH020,PRD0193,912,34708.66,31654297.92,25-07-2022,30-08-2022,Cancelled,Critical,,,,
PO000983,SUP0147,WH011,PRD0233,707,716.95,506883.65,27-03-2022,23-04-2022,Cancelled,Medium,,,,
PO000984,SUP0204,WH015,PRD0426,366,45324.55,16588785.3,09-01-2024,29-01-2024,Delivered,Medium,,,,
PO000985,SUP0284,WH008,PRD0321,428,24185.48,10351385.44,27-11-2022,23-12-2022,Pending,Medium,,,,
PO000986,SUP0131,WH008,PRD0021,699,47369.22,33111084.78,24-02-2022,14-03-2022,Delivered,High,,,,
PO000987,SUP0165,WH007,PRD0259,238,47155.95,11223116.1,19-11-2023,09-12-2023,Delivered,Low,,,,
PO000988,SUP0082,WH018,PRD0072,394,43277.99,17051528.06,05-01-2024,03-02-2024,Delivered,Critical,,,,
PO000989,SUP0023,WH015,PRD0479,361,30052.25,10848862.25,20-11-2024,27-11-2024,Delivered,High,,,,
PO000990,SUP0040,WH002,PRD0123,351,21780.73,7645036.23,14-03-2023,12-04-2023,Delivered,Low,,,,
PO000991,SUP0046,WH009,PRD0033,157,5557.53,872532.21,19-10-2022,15-11-2022,Delivered,Critical,,,,
PO000992,SUP0270,WH004,PRD0111,515,24794.9,12769373.5,08-02-2024,26-02-2024,Pending,Low,,,,
PO000993,SUP0015,WH016,PRD0335,350,6023.47,2108214.5,26-08-2024,25-09-2024,Delivered,Low,,,,
PO000994,SUP0180,WH006,PRD0246,309,43372.73,13402173.57,01-04-2023,23-04-2023,Pending,Medium,,,,
PO000995,SUP0299,WH007,PRD0451,413,14244.39,5882933.07,12-05-2022,27-05-2022,Delivered,Medium,,,,
PO000996,SUP0079,WH020,PRD0092,109,34460.73,3756219.57,08-06-2022,08-07-2022,Delivered,Low,,,,
PO000997,SUP0063,WH008,PRD0115,311,3469.88,1079132.68,22-05-2023,05-06-2023,Delivered,Critical,,,,
PO000998,SUP0271,WH016,PRD0189,246,38740.89,9530258.94,25-07-2023,29-08-2023,In Transit,Low,,,,
PO000999,SUP0129,WH013,PRD0419,627,39304.44,24643883.88,25-12-2022,06-01-2023,Delivered,Medium,,,,
PO001000,SUP0238,WH020,PRD0395,367,1990.53,730524.51,22-06-2024,05-07-2024,Delivered,Low,,,,
PO001001,SUP0228,WH011,PRD0189,449,38740.89,17394659.61,02-11-2024,12-12-2024,In Transit,Medium,,,,
PO001002,SUP0167,WH013,PRD0108,717,30418.9,21810351.3,04-02-2024,11-03-2024,Pending,Critical,,,,
PO001003,SUP0072,WH007,PRD0291,982,14980.29,14710644.78,24-08-2024,14-09-2024,Delivered,Medium,,,,
PO001004,SUP0253,WH006,PRD0176,979,19480.23,19071145.17,13-12-2022,21-12-2022,Delivered,Low,,,,
PO001005,SUP0077,WH002,PRD0397,725,20440.88,14819638,12-09-2024,12-10-2024,Pending,Medium,,,,
PO001006,SUP0124,WH007,PRD0287,652,26735.75,17431709,18-10-2024,27-10-2024,Pending,Medium,,,,
PO001007,SUP0199,WH002,PRD0087,698,48409.62,33789914.76,10-08-2024,07-09-2024,Pending,Critical,,,,
PO001008,SUP0075,WH018,PRD0326,804,28294.11,22748464.44,10-03-2024,30-03-2024,In Transit,Critical,,,,
PO001009,SUP0042,WH011,PRD0072,98,43277.99,4241243.02,10-09-2023,08-10-2023,Delivered,High,,,,
PO001010,SUP0277,WH016,PRD0144,282,17386.54,4903004.28,13-04-2023,04-05-2023,Delivered,Low,,,,
PO001011,SUP0008,WH020,PRD0373,745,30209.01,22505712.45,24-04-2024,07-05-2024,Delivered,High,,,,
PO001012,SUP0220,WH012,PRD0045,709,8301.27,5885600.43,18-08-2022,09-09-2022,Delivered,Critical,,,,
PO001013,SUP0135,WH002,PRD0216,311,41212.48,12817081.28,27-12-2022,17-01-2023,Cancelled,High,,,,
PO001014,SUP0078,WH005,PRD0277,903,23579.77,21292532.31,17-08-2024,09-09-2024,In Transit,High,,,,
PO001015,SUP0299,WH019,PRD0203,146,36048.64,5263101.44,11-09-2024,26-09-2024,Delivered,High,,,,
PO001016,SUP0040,WH003,PRD0299,772,1085.11,837704.92,04-10-2022,25-10-2022,Delivered,Medium,,,,
PO001017,SUP0298,WH015,PRD0185,188,1994.39,374945.32,21-01-2024,04-02-2024,Delivered,Critical,,,,
PO001018,SUP0132,WH019,PRD0211,670,44498.69,29814122.3,02-04-2023,11-04-2023,Delivered,Low,,,,
PO001019,SUP0294,WH006,PRD0226,830,19800.74,16434614.2,10-12-2022,02-01-2023,Delivered,Medium,,,,
PO001020,SUP0049,WH016,PRD0040,251,48090.22,12070645.22,19-07-2023,25-08-2023,Pending,High,,,,
PO001021,SUP0184,WH001,PRD0340,945,16665.43,15748831.35,18-09-2022,17-10-2022,Delivered,Medium,,,,
PO001022,SUP0256,WH013,PRD0063,747,34266.36,25596970.92,17-06-2023,22-07-2023,Pending,Medium,,,,
PO001023,SUP0190,WH015,PRD0205,170,18829.84,3201072.8,15-05-2024,18-06-2024,Delivered,High,,,,
PO001024,SUP0023,WH006,PRD0412,863,49716.22,42905097.86,28-07-2024,27-08-2024,Pending,Medium,,,,
PO001025,SUP0159,WH017,PRD0066,804,39058.94,31403387.76,15-02-2023,19-03-2023,Cancelled,High,,,,
PO001026,SUP0021,WH013,PRD0475,627,37415.93,23459788.11,07-12-2022,04-01-2023,Delivered,Medium,,,,
PO001027,SUP0032,WH020,PRD0071,286,22541.64,6446909.04,16-08-2023,24-09-2023,Pending,Low,,,,
PO001028,SUP0100,WH007,PRD0246,861,43372.73,37343920.53,17-01-2023,15-02-2023,Delivered,Medium,,,,
PO001029,SUP0006,WH014,PRD0078,191,25769.31,4921938.21,18-12-2022,25-12-2022,Delivered,Low,,,,
PO001030,SUP0062,WH006,PRD0391,738,465.8,343760.4,17-01-2022,05-02-2022,In Transit,Low,,,,
PO001031,SUP0133,WH013,PRD0298,296,29736.81,8802095.76,28-04-2023,26-05-2023,Delivered,High,,,,
PO001032,SUP0092,WH006,PRD0131,256,18447.62,4722590.72,21-07-2024,27-08-2024,In Transit,Critical,,,,
PO001033,SUP0150,WH002,PRD0409,35,42587.8,1490573,10-02-2024,20-02-2024,Pending,High,,,,
PO001034,SUP0032,WH004,PRD0008,143,359.24,51371.32,23-10-2023,18-11-2023,Delivered,Critical,,,,
PO001035,SUP0090,WH015,PRD0284,671,38083.54,25554055.34,20-06-2022,13-07-2022,In Transit,High,,,,
PO001036,SUP0076,WH005,PRD0169,419,21390.53,8962632.07,21-03-2024,07-04-2024,Delivered,Low,,,,
PO001037,SUP0288,WH020,PRD0473,916,24239.63,22203501.08,27-08-2024,25-09-2024,Delivered,High,,,,
PO001038,SUP0252,WH011,PRD0016,640,15057.64,9636889.6,19-03-2023,10-04-2023,Delivered,High,,,,
PO001039,SUP0233,WH020,PRD0155,562,48235.27,27108221.74,22-07-2024,13-08-2024,Delivered,Medium,,,,
PO001040,SUP0112,WH018,PRD0295,518,49245.49,25509163.82,13-03-2024,08-04-2024,Delivered,High,,,,
PO001041,SUP0288,WH002,PRD0116,492,47439.13,23340051.96,22-06-2024,20-07-2024,Delivered,Low,,,,
PO001042,SUP0244,WH006,PRD0022,739,19972.16,14759426.24,08-01-2024,25-01-2024,In Transit,Medium,,,,
PO001043,SUP0281,WH020,PRD0332,616,13980.04,8611704.64,23-08-2022,09-09-2022,Delivered,Low,,,,
PO001044,SUP0277,WH012,PRD0273,946,6484.41,6134251.86,22-03-2024,22-04-2024,Pending,Critical,,,,
PO001045,SUP0160,WH014,PRD0081,220,12452.98,2739655.6,09-08-2023,28-08-2023,Delivered,Critical,,,,
PO001046,SUP0207,WH020,PRD0138,76,40236.47,3057971.72,09-12-2024,29-12-2024,Delivered,High,,,,
PO001047,SUP0066,WH003,PRD0168,848,28736.82,24368823.36,15-12-2024,05-01-2025,Delivered,Medium,,,,
PO001048,SUP0105,WH019,PRD0070,40,5210.58,208423.2,12-02-2022,01-03-2022,Delivered,High,,,,
PO001049,SUP0190,WH017,PRD0023,293,24601.26,7208169.18,23-08-2023,30-09-2023,Cancelled,Critical,,,,
