shipment_id,order_id,carrier,transport_mode,shipment_date,expected_delivery,actual_delivery,delay_days,shipment_status,weight_kg,shipment_cost,,,10046
SHP004508,PO004508,TCI Express,Air,27-07-2024,20-08-2024,26-08-2024,6,Delivered,3883.52,183772.93,,,
SHP004509,PO004509,FedEx India,Road,11-04-2023,18-04-2023,Not Delivered,0,Cancelled,3104.66,23407.38,,,
SHP004510,PO004510,FedEx India,Rail,28-04-2023,24-05-2023,Not Delivered,0,Cancelled,4059.7,22911.02,,,
SHP004511,PO004511,XpressBees,Road,06-07-2023,23-07-2023,26-07-2023,3,Delivered,1819.02,13778.75,,,
SHP004512,PO004512,TCI Express,Road,03-09-2023,16-09-2023,Not Delivered,0,Not Shipped,4821.51,35016.65,,,
SHP004513,PO004513,Ecom Express,Road,26-09-2024,25-10-2024,26-10-2024,1,Delivered,3611.18,27633.73,,,
SHP004514,PO004514,Shadowfax,Rail,14-08-2022,22-09-2022,Not Delivered,0,Not Shipped,4762.13,22489.87,,,
SHP004515,PO004515,XpressBees,Rail,21-12-2022,09-01-2023,Not Delivered,0,Not Shipped,3334.48,15267.52,,,
SHP004516,PO004516,DTDC,Road,28-12-2022,15-01-2023,13-01-2023,0,Delivered,4048.57,28126.81,,,
SHP004517,PO004517,FedEx India,Air,08-12-2022,04-01-2023,04-01-2023,0,Delivered,4358.13,177681.03,,,
SHP004518,PO004518,BlueDart,Road,24-01-2023,11-02-2023,Not Delivered,0,Not Shipped,3671.64,23593.49,,,
SHP004519,PO004519,Safexpress,Road,08-05-2024,01-06-2024,07-06-2024,6,Delivered,908.21,7915.02,,,
SHP004520,PO004520,Ecom Express,Air,10-03-2024,03-04-2024,31-03-2024,0,In Transit,2846.13,105063.82,,,
SHP004521,PO004521,Shadowfax,Road,25-02-2023,12-03-2023,19-03-2023,7,Delivered,4332.08,30942.83,,,
SHP004522,PO004522,BlueDart,Air,09-02-2024,10-03-2024,Not Delivered,0,Cancelled,3842.95,140151.83,,,
SHP004523,PO004523,XpressBees,Rail,27-04-2024,01-06-2024,06-06-2024,5,Delivered,4649.6,21257.53,,,
SHP004524,PO004524,Safexpress,Road,02-07-2024,17-07-2024,28-07-2024,11,Delivered,3154.96,23584.39,,,
SHP004525,PO004525,Shadowfax,Rail,12-03-2023,31-03-2023,03-04-2023,3,Delivered,1675.75,9062.92,,,
SHP004526,PO004526,BlueDart,Air,07-03-2022,30-03-2022,14-04-2022,15,Delivered,659.79,30370.91,,,
SHP004527,PO004527,FedEx India,Rail,15-08-2023,28-08-2023,31-08-2023,3,In Transit,2474.69,11004.11,,,
SHP004528,PO004528,TCI Express,Rail,25-04-2022,24-05-2022,05-06-2022,12,In Transit,2440.81,12836.1,,,
SHP004529,PO004529,Safexpress,Road,28-04-2024,12-05-2024,16-05-2024,4,Delivered,828.7,5815.39,,,
SHP004530,PO004530,BlueDart,Rail,18-06-2022,01-07-2022,15-07-2022,14,Delivered,1941.82,9237.2,,,
SHP004531,PO004531,TCI Express,Rail,13-04-2022,29-04-2022,09-05-2022,10,Delivered,1529.41,8972.9,,,
SHP004532,PO004532,Ecom Express,Road,03-03-2023,06-04-2023,12-04-2023,6,Delivered,4307.61,39413.02,,,
SHP004533,PO004533,TCI Express,Air,15-06-2022,26-06-2022,Not Delivered,0,Not Shipped,69.59,3729.27,,,
SHP004534,PO004534,FedEx India,Road,18-05-2023,02-06-2023,13-06-2023,11,Delivered,2932.13,22605.08,,,
SHP004535,PO004535,XpressBees,Road,01-11-2022,27-11-2022,Not Delivered,0,Not Shipped,1421.45,10697.56,,,
SHP004536,PO004536,BlueDart,Road,15-10-2023,29-10-2023,01-11-2023,3,Delivered,3479.21,22466.6,,,
SHP004537,PO004537,DTDC,Road,19-06-2023,27-06-2023,11-07-2023,14,Delivered,3124.19,26781.62,,,
SHP004538,PO004538,DTDC,Rail,11-11-2022,12-12-2022,Not Delivered,0,Cancelled,776.92,3244.73,,,
SHP004539,PO004539,Delhivery,Road,11-01-2023,30-01-2023,27-01-2023,0,Delivered,387.7,3235.79,,,
SHP004540,PO004540,TCI Express,Road,22-02-2023,02-03-2023,02-03-2023,0,In Transit,4348.23,38326.1,,,
SHP004541,PO004541,Delhivery,Rail,02-07-2023,27-07-2023,26-07-2023,0,Delivered,2994.76,12052.56,,,
SHP004542,PO004542,TCI Express,Rail,04-11-2024,01-12-2024,01-12-2024,0,In Transit,1616.14,7421.45,,,
SHP004543,PO004543,FedEx India,Rail,21-07-2022,05-08-2022,Not Delivered,0,Cancelled,3644.05,17049.42,,,
SHP004544,PO004544,FedEx India,Road,23-06-2023,22-07-2023,28-07-2023,6,Delivered,4217.54,39088.66,,,
SHP004545,PO004545,FedEx India,Road,27-12-2024,15-01-2025,15-01-2025,0,Delivered,3286.32,25950.16,,,
SHP004546,PO004546,Safexpress,Air,07-01-2022,28-01-2022,28-01-2022,0,Delivered,3711.9,187272.9,,,
SHP004547,PO004547,Delhivery,Road,16-05-2022,13-06-2022,20-06-2022,7,In Transit,1167.85,7766.17,,,
SHP004548,PO004548,Rivigo,Road,04-08-2023,22-08-2023,26-08-2023,4,Delivered,2099.78,19424.76,,,
SHP004549,PO004549,XpressBees,Rail,15-07-2022,03-08-2022,12-08-2022,9,Delivered,2293.88,13583.38,,,
SHP004550,PO004550,Rivigo,Air,14-10-2022,23-10-2022,25-10-2022,2,Delivered,4592.51,241564.49,,,
SHP004551,PO004551,Shadowfax,Road,13-03-2022,15-04-2022,Not Delivered,0,Cancelled,1436.11,12118.77,,,
SHP004552,PO004552,XpressBees,Road,18-09-2024,05-10-2024,14-10-2024,9,Delivered,2221.5,20572.54,,,
SHP004553,PO004553,Safexpress,Sea,03-09-2023,01-10-2023,Not Delivered,0,Cancelled,2028.31,5624.64,,,
SHP004554,PO004554,Shadowfax,Road,15-10-2022,14-11-2022,Not Delivered,0,Not Shipped,4842.32,33844.79,,,
SHP004555,PO004555,Shadowfax,Air,06-03-2022,03-04-2022,Not Delivered,0,Not Shipped,3318.52,156523.42,,,
SHP004556,PO004556,Shadowfax,Rail,28-09-2023,07-10-2023,Not Delivered,0,Cancelled,1342.84,5606.6,,,
SHP004557,PO004557,Ecom Express,Road,17-05-2024,08-06-2024,05-06-2024,0,Delivered,3149.67,21390.65,,,
SHP004558,PO004558,BlueDart,Rail,04-11-2024,28-11-2024,11-12-2024,13,Delivered,3716.61,17438.61,,,
SHP004559,PO004559,Rivigo,Air,27-11-2023,08-12-2023,09-12-2023,1,Delivered,2491.79,119799.44,,,
SHP004560,PO004560,Delhivery,Rail,13-08-2024,12-09-2024,13-09-2024,1,In Transit,4794.87,20012.23,,,
SHP004561,PO004561,DTDC,Road,07-08-2022,03-09-2022,Not Delivered,0,Cancelled,3931.44,34569.36,,,
SHP004562,PO004562,DTDC,Rail,26-10-2022,14-11-2022,Not Delivered,0,Not Shipped,3668.91,20790.68,,,
SHP004563,PO004563,Rivigo,Air,08-01-2022,18-01-2022,18-01-2022,0,Delivered,273.61,12850.38,,,
SHP004564,PO004564,Delhivery,Road,05-12-2022,13-01-2023,28-01-2023,15,Delivered,1503.98,10193.04,,,
SHP004565,PO004565,Ecom Express,Rail,27-06-2022,24-07-2022,Not Delivered,0,Cancelled,1119.43,5918.81,,,
SHP004566,PO004566,DTDC,Road,03-07-2023,25-07-2023,30-07-2023,5,In Transit,477.19,4441.39,,,
SHP004567,PO004567,Delhivery,Air,08-10-2023,04-11-2023,Not Delivered,0,Cancelled,2015.33,92351.13,,,
SHP004568,PO004568,Delhivery,Air,11-04-2024,27-04-2024,Not Delivered,0,Cancelled,3475.02,171041.01,,,
SHP004569,PO004569,Shadowfax,Road,11-03-2022,17-03-2022,Not Delivered,0,Not Shipped,4864.18,45314.78,,,
SHP004570,PO004570,DTDC,Road,22-11-2022,08-12-2022,10-12-2022,2,Delivered,3124.95,26981.76,,,
SHP004571,PO004571,FedEx India,Rail,01-07-2022,17-07-2022,01-08-2022,15,Delivered,4117.14,23109.73,,,
SHP004572,PO004572,Shadowfax,Rail,16-03-2023,01-04-2023,07-04-2023,6,Delivered,3527.74,15422.32,,,
SHP004573,PO004573,Safexpress,Sea,09-06-2022,01-07-2022,05-07-2022,4,Delivered,3554.04,10065.07,,,
SHP004574,PO004574,Delhivery,Road,27-09-2024,15-10-2024,20-10-2024,5,Delivered,774.5,6400.93,,,
SHP004575,PO004575,Shadowfax,Air,20-04-2022,10-05-2022,Not Delivered,0,Cancelled,4663.56,178440.09,,,
SHP004576,PO004576,FedEx India,Road,03-12-2024,07-01-2025,06-01-2025,0,In Transit,2875.97,21992.79,,,
SHP004577,PO004577,Ecom Express,Road,04-01-2024,14-01-2024,14-01-2024,0,Delivered,2455.59,18382.84,,,
SHP004578,PO004578,Rivigo,Road,19-09-2024,17-10-2024,Not Delivered,0,Cancelled,1005.45,6617.98,,,
SHP004579,PO004579,Ecom Express,Rail,08-11-2023,29-11-2023,09-12-2023,10,In Transit,1571.35,8450.21,,,
SHP004580,PO004580,Safexpress,Road,26-09-2024,08-10-2024,12-10-2024,4,In Transit,4405.01,41873.92,,,
SHP004581,PO004581,Delhivery,Rail,12-10-2023,28-10-2023,30-10-2023,2,In Transit,1006.35,4996.92,,,
SHP004582,PO004582,Ecom Express,Road,09-05-2022,02-06-2022,04-06-2022,2,In Transit,2626.47,21865.93,,,
SHP004583,PO004583,Shadowfax,Road,20-05-2022,17-06-2022,15-06-2022,0,In Transit,1640.1,15685.79,,,
SHP004584,PO004584,FedEx India,Road,21-03-2024,24-04-2024,Not Delivered,0,Cancelled,4778.08,40499.59,,,
SHP004585,PO004585,BlueDart,Sea,19-03-2022,09-04-2022,17-04-2022,8,Delivered,3071.47,8627.42,,,
SHP004586,PO004586,FedEx India,Road,25-12-2022,18-01-2023,27-01-2023,9,In Transit,3776.72,33432.08,,,
SHP004587,PO004587,Shadowfax,Road,21-02-2023,14-03-2023,18-03-2023,4,Delivered,374.21,2757.1,,,
SHP004588,PO004588,Safexpress,Road,19-09-2024,06-10-2024,07-10-2024,1,Delivered,800.31,6757.61,,,
SHP004589,PO004589,Ecom Express,Road,02-05-2022,01-06-2022,03-06-2022,2,Delivered,3799.4,30238.95,,,
SHP004590,PO004590,XpressBees,Road,20-09-2024,12-10-2024,Not Delivered,0,Not Shipped,3245.32,22846.88,,,
SHP004591,PO004591,DTDC,Rail,28-06-2023,05-07-2023,19-07-2023,14,Delivered,779.38,4532.02,,,
SHP004592,PO004592,FedEx India,Road,18-10-2022,02-11-2022,16-11-2022,14,Delivered,2910.7,19500.31,,,
SHP004593,PO004593,Ecom Express,Road,20-10-2023,26-11-2023,09-12-2023,13,Delivered,1766.64,16141.86,,,
SHP004594,PO004594,Rivigo,Rail,07-11-2024,03-12-2024,06-12-2024,3,Delivered,1915.08,11456.11,,,
SHP004595,PO004595,Shadowfax,Road,18-04-2023,23-04-2023,Not Delivered,0,Cancelled,3756.59,32281.99,,,
SHP004596,PO004596,Ecom Express,Road,27-10-2022,23-11-2022,Not Delivered,0,Not Shipped,1834.36,16602.47,,,
SHP004597,PO004597,Ecom Express,Rail,14-03-2022,12-04-2022,Not Delivered,0,Not Shipped,2443.02,11630.89,,,
SHP004598,PO004598,FedEx India,Road,06-06-2022,21-06-2022,27-06-2022,6,Delivered,588.4,5598.48,,,
SHP004599,PO004599,DTDC,Rail,05-07-2022,07-08-2022,12-08-2022,5,Delivered,4564.8,25132.51,,,
SHP004600,PO004600,Delhivery,Road,08-10-2023,10-11-2023,24-11-2023,14,Delivered,4628.92,31252.22,,,
SHP004601,PO004601,XpressBees,Rail,14-05-2023,24-05-2023,03-06-2023,10,Delivered,3385.85,16721.85,,,
SHP004602,PO004602,Safexpress,Road,24-06-2022,09-07-2022,10-07-2022,1,Delivered,3589.73,33422.51,,,
SHP004603,PO004603,Safexpress,Rail,12-03-2022,12-04-2022,15-04-2022,3,Delivered,4339.95,20408.34,,,
SHP004604,PO004604,Ecom Express,Rail,19-12-2022,20-01-2023,Not Delivered,0,Cancelled,3718.9,21829.93,,,
SHP004605,PO004605,XpressBees,Road,28-06-2023,21-07-2023,Not Delivered,0,Not Shipped,3441.67,24113.42,,,
SHP004606,PO004606,Rivigo,Rail,26-02-2024,12-03-2024,18-03-2024,6,Delivered,1894.2,10015.54,,,
SHP004607,PO004607,XpressBees,Rail,16-09-2024,17-10-2024,14-10-2024,0,Delivered,4285.38,20010.98,,,
SHP004608,PO004608,TCI Express,Road,08-07-2024,25-07-2024,30-07-2024,5,Delivered,2879.3,19259.61,,,
SHP004609,PO004609,Ecom Express,Air,12-03-2022,02-04-2022,04-04-2022,2,Delivered,2032.37,76976.94,,,
SHP004610,PO004610,DTDC,Rail,03-04-2022,03-05-2022,Not Delivered,0,Not Shipped,23.39,136.06,,,
SHP004611,PO004611,Safexpress,Rail,28-08-2023,01-10-2023,16-10-2023,15,Delivered,4367.9,21982.98,,,
SHP004612,PO004612,FedEx India,Road,14-03-2023,24-03-2023,04-04-2023,11,Delivered,2038.12,13690.32,,,
SHP004613,PO004613,TCI Express,Road,21-08-2024,05-09-2024,14-09-2024,9,Delivered,364.24,2918.44,,,
SHP004614,PO004614,Delhivery,Rail,09-10-2022,20-10-2022,30-10-2022,10,Delivered,2125.88,9966.58,,,
SHP004615,PO004615,FedEx India,Rail,22-02-2023,16-03-2023,31-03-2023,15,In Transit,1312.76,5567.67,,,
SHP004616,PO004616,Delhivery,Sea,12-03-2023,14-04-2023,14-04-2023,0,Delivered,829.97,2978.24,,,
SHP004617,PO004617,XpressBees,Road,14-12-2024,17-01-2025,Not Delivered,0,Cancelled,3877.39,31669.59,,,
SHP004618,PO004618,Ecom Express,Air,20-05-2022,16-06-2022,14-06-2022,0,Delivered,2032.78,92663.62,,,
SHP004619,PO004619,Delhivery,Sea,11-01-2023,24-01-2023,27-01-2023,3,Delivered,237.59,575.04,,,
SHP004620,PO004620,XpressBees,Rail,25-10-2022,03-12-2022,Not Delivered,0,Not Shipped,2038.29,8983.37,,,
SHP004621,PO004621,Rivigo,Road,17-02-2023,11-03-2023,14-03-2023,3,Delivered,3942.29,35883.27,,,
SHP004622,PO004622,Shadowfax,Road,12-03-2023,26-03-2023,07-04-2023,12,Delivered,2673.67,17460.49,,,
SHP004623,PO004623,DTDC,Rail,13-12-2023,19-12-2023,26-12-2023,7,Delivered,4131.17,22440.59,,,
SHP004624,PO004624,Ecom Express,Road,19-10-2024,25-11-2024,Not Delivered,0,Cancelled,765.95,5284.86,,,
SHP004625,PO004625,FedEx India,Road,01-12-2023,29-12-2023,07-01-2024,9,Delivered,1267.85,9136.31,,,
SHP004626,PO004626,BlueDart,Rail,07-12-2023,13-12-2023,Not Delivered,0,Cancelled,3472.75,14921.46,,,
SHP004627,PO004627,Ecom Express,Rail,25-12-2024,18-01-2025,26-01-2025,8,Delivered,4011.83,17520.7,,,
SHP004628,PO004628,TCI Express,Rail,27-03-2022,19-04-2022,Not Delivered,0,Cancelled,2024.78,10051,,,
SHP004629,PO004629,BlueDart,Road,19-02-2024,12-03-2024,Not Delivered,0,Not Shipped,729.45,4797.83,,,
SHP004630,PO004630,Ecom Express,Road,14-06-2023,01-07-2023,Not Delivered,0,Not Shipped,2563.66,22089.32,,,
SHP004631,PO004631,Ecom Express,Road,08-12-2023,20-12-2023,22-12-2023,2,Delivered,2387.98,21601.25,,,
SHP004632,PO004632,XpressBees,Air,01-06-2022,11-06-2022,16-06-2022,5,Delivered,2176.01,85373.3,,,
SHP004633,PO004633,DTDC,Road,28-03-2022,09-04-2022,22-04-2022,13,In Transit,4218.28,28238.65,,,
SHP004634,PO004634,XpressBees,Road,21-04-2023,14-05-2023,16-05-2023,2,Delivered,3930.34,33515.22,,,
SHP004635,PO004635,DTDC,Air,25-06-2024,30-07-2024,29-07-2024,0,In Transit,4573.99,174043.44,,,
SHP004636,PO004636,Delhivery,Sea,23-01-2023,04-02-2023,16-02-2023,12,Delivered,3229.91,7836.8,,,
SHP004637,PO004637,XpressBees,Air,17-11-2022,14-12-2022,Not Delivered,0,Not Shipped,4918.83,191766.73,,,
SHP004638,PO004638,Safexpress,Air,21-05-2023,23-06-2023,03-07-2023,10,Delivered,1108.17,56816.97,,,
SHP004639,PO004639,Delhivery,Road,22-01-2024,04-02-2024,16-02-2024,12,Delivered,4329.65,29276.09,,,
SHP004640,PO004640,Safexpress,Sea,19-04-2024,24-05-2024,27-05-2024,3,Delivered,308.95,825.85,,,
SHP004641,PO004641,Shadowfax,Sea,12-07-2023,03-08-2023,Not Delivered,0,Cancelled,3345.17,11409.92,,,
SHP004642,PO004642,BlueDart,Rail,25-10-2023,24-11-2023,Not Delivered,0,Cancelled,1587.6,6667.94,,,
SHP004643,PO004643,Safexpress,Road,24-05-2022,14-06-2022,Not Delivered,0,Cancelled,3551.83,29350.15,,,
SHP004644,PO004644,TCI Express,Road,26-03-2024,24-04-2024,08-05-2024,14,Delivered,699.76,4483.83,,,
SHP004645,PO004645,DTDC,Road,28-03-2022,06-04-2022,06-04-2022,0,Delivered,1897.14,14985.12,,,
SHP004646,PO004646,TCI Express,Air,06-09-2022,23-09-2022,Not Delivered,0,Not Shipped,899.67,39651.48,,,
SHP004647,PO004647,Shadowfax,Rail,17-04-2023,29-04-2023,04-05-2023,5,Delivered,2490,10758.55,,,
SHP004648,PO004648,XpressBees,Sea,26-03-2023,12-04-2023,Not Delivered,0,Cancelled,3280.54,8479.1,,,
SHP004649,PO004649,DTDC,Rail,24-03-2024,11-04-2024,21-04-2024,10,Delivered,3854.27,22875,,,
SHP004650,PO004650,DTDC,Road,13-01-2022,31-01-2022,29-01-2022,0,Delivered,4032.53,29506.63,,,
SHP004651,PO004651,Shadowfax,Rail,11-11-2022,08-12-2022,Not Delivered,0,Not Shipped,4669.4,20786.69,,,
SHP004652,PO004652,Safexpress,Rail,04-07-2022,06-08-2022,Not Delivered,0,Not Shipped,4606.98,21553.03,,,
SHP004653,PO004653,Rivigo,Road,03-11-2023,21-11-2023,Not Delivered,0,Cancelled,4186.71,38450.44,,,
SHP004654,PO004654,TCI Express,Road,04-09-2024,05-10-2024,07-10-2024,2,In Transit,263.94,2269.56,,,
SHP004655,PO004655,XpressBees,Rail,28-07-2024,17-08-2024,14-08-2024,0,In Transit,3434.91,14213.86,,,
SHP004656,PO004656,FedEx India,Rail,15-03-2022,17-04-2022,30-04-2022,13,Delivered,387.43,2315,,,
SHP004657,PO004657,Delhivery,Road,21-04-2023,09-05-2023,24-05-2023,15,Delivered,1516.94,9882.34,,,
SHP004658,PO004658,DTDC,Road,06-10-2024,22-10-2024,Not Delivered,0,Not Shipped,4093.62,30242.15,,,
SHP004659,PO004659,BlueDart,Air,10-04-2024,18-04-2024,Not Delivered,0,Cancelled,636.93,33794.33,,,
SHP004660,PO004660,Delhivery,Air,06-03-2022,01-04-2022,14-04-2022,13,Delivered,1406.57,61469.46,,,
SHP004661,PO004661,TCI Express,Road,09-01-2022,27-01-2022,Not Delivered,0,Not Shipped,3616.84,25316.57,,,
SHP004662,PO004662,XpressBees,Road,06-10-2023,29-10-2023,01-11-2023,3,In Transit,1145.89,10591.39,,,
SHP004663,PO004663,Safexpress,Road,18-09-2022,28-09-2022,26-09-2022,0,Delivered,861.71,6946.77,,,
SHP004664,PO004664,Delhivery,Sea,21-10-2024,25-11-2024,Not Delivered,0,Cancelled,4637.24,11688,,,
SHP004665,PO004665,BlueDart,Rail,17-08-2024,09-09-2024,Not Delivered,0,Not Shipped,499.51,2088.59,,,
SHP004666,PO004666,Ecom Express,Road,18-03-2024,04-04-2024,02-04-2024,0,Delivered,3483.4,25136.61,,,
SHP004667,PO004667,Rivigo,Road,18-03-2022,18-04-2022,18-04-2022,0,Delivered,4329.75,40033.76,,,
SHP004668,PO004668,DTDC,Road,21-08-2023,01-09-2023,Not Delivered,0,Cancelled,2878.93,21501.53,,,
SHP004669,PO004669,Safexpress,Road,10-05-2022,31-05-2022,14-06-2022,14,In Transit,13.07,96.16,,,
SHP004670,PO004670,FedEx India,Road,11-09-2022,07-10-2022,12-10-2022,5,Delivered,1043.4,8369.25,,,
SHP004671,PO004671,Ecom Express,Rail,09-02-2024,12-02-2024,11-02-2024,0,In Transit,3728.77,16850.03,,,
SHP004672,PO004672,Safexpress,Road,20-10-2024,30-10-2024,Not Delivered,0,Not Shipped,2972.27,28508.15,,,
SHP004673,PO004673,DTDC,Road,14-11-2024,02-12-2024,13-12-2024,11,Delivered,461.16,3078.16,,,
SHP004674,PO004674,Safexpress,Rail,27-04-2024,09-05-2024,14-05-2024,5,Delivered,3264.09,19472.33,,,
SHP004675,PO004675,Safexpress,Air,24-10-2022,01-12-2022,02-12-2022,1,In Transit,3912.26,182593.57,,,
SHP004676,PO004676,BlueDart,Road,26-05-2023,15-06-2023,30-06-2023,15,Delivered,2947.33,20840.66,,,
SHP004677,PO004677,TCI Express,Road,16-08-2023,10-09-2023,09-09-2023,0,Delivered,1733.6,16485.13,,,
SHP004678,PO004678,Safexpress,Rail,18-12-2024,15-01-2025,13-01-2025,0,Delivered,2840.1,12644.81,,,
SHP004679,PO004679,DTDC,Air,25-04-2024,23-05-2024,20-05-2024,0,Delivered,1005.96,53772.55,,,
SHP004680,PO004680,Shadowfax,Sea,05-06-2023,14-06-2023,14-06-2023,0,In Transit,4080.11,12428.2,,,
SHP004681,PO004681,Rivigo,Road,20-10-2024,15-11-2024,Not Delivered,0,Cancelled,4771.43,33189.21,,,
SHP004682,PO004682,FedEx India,Sea,19-07-2023,18-08-2023,Not Delivered,0,Cancelled,4191.59,12060.46,,,
SHP004683,PO004683,Ecom Express,Rail,26-12-2022,18-01-2023,Not Delivered,0,Cancelled,717.17,4028.78,,,
SHP004684,PO004684,TCI Express,Road,06-03-2022,24-03-2022,07-04-2022,14,Delivered,4720.67,44538.4,,,
SHP004685,PO004685,Shadowfax,Air,05-05-2024,28-05-2024,07-06-2024,10,In Transit,626.74,30380.78,,,
SHP004686,PO004686,Safexpress,Road,23-04-2023,13-05-2023,15-05-2023,2,In Transit,4816.05,30987.88,,,
SHP004687,PO004687,Safexpress,Road,28-05-2024,29-06-2024,27-06-2024,0,Delivered,3754.89,26038.95,,,
SHP004688,PO004688,Ecom Express,Road,10-06-2022,02-07-2022,05-07-2022,3,Delivered,4109.81,33529.71,,,
SHP004689,PO004689,BlueDart,Air,27-07-2023,25-08-2023,26-08-2023,1,Delivered,1519.37,68030.72,,,
SHP004690,PO004690,Rivigo,Road,16-08-2022,08-09-2022,20-09-2022,12,Delivered,3308.98,26744.33,,,
SHP004691,PO004691,FedEx India,Road,23-11-2022,03-12-2022,Not Delivered,0,Not Shipped,777.67,5260.31,,,
SHP004692,PO004692,Shadowfax,Road,06-05-2023,19-05-2023,01-06-2023,13,Delivered,4911.6,45415.04,,,
SHP004693,PO004693,Rivigo,Rail,09-12-2022,22-12-2022,04-01-2023,13,Delivered,2705.1,11686.45,,,
SHP004694,PO004694,Delhivery,Road,17-06-2023,28-06-2023,Not Delivered,0,Not Shipped,1898.92,15733.63,,,
SHP004695,PO004695,Rivigo,Road,09-05-2022,18-05-2022,Not Delivered,0,Not Shipped,3768.99,30389.8,,,
SHP004696,PO004696,Safexpress,Rail,19-02-2023,19-03-2023,01-04-2023,13,Delivered,1219.3,6639.5,,,
SHP004697,PO004697,Safexpress,Rail,02-05-2023,21-05-2023,04-06-2023,14,Delivered,2370.27,13411.94,,,
SHP004698,PO004698,Ecom Express,Road,25-04-2022,01-05-2022,28-04-2022,0,Delivered,2021.01,19045.62,,,
SHP004699,PO004699,XpressBees,Road,09-02-2022,07-03-2022,Not Delivered,0,Not Shipped,1483.48,14183.37,,,
SHP004700,PO004700,TCI Express,Air,16-05-2023,21-05-2023,Not Delivered,0,Cancelled,516.34,27839.32,,,
SHP004701,PO004701,BlueDart,Sea,17-03-2022,10-04-2022,Not Delivered,0,Cancelled,3552.71,10981.8,,,
SHP004702,PO004702,FedEx India,Road,17-04-2023,16-05-2023,14-05-2023,0,In Transit,2271.37,16245.78,,,
SHP004703,PO004703,Rivigo,Road,19-11-2022,03-12-2022,02-12-2022,0,Delivered,302.22,2767.99,,,
SHP004704,PO004704,FedEx India,Road,03-04-2023,20-04-2023,05-05-2023,15,Delivered,2879.16,21698.37,,,
SHP004705,PO004705,Rivigo,Sea,11-06-2022,09-07-2022,14-07-2022,5,Delivered,688.21,1778.65,,,
SHP004706,PO004706,FedEx India,Road,09-05-2024,24-05-2024,22-05-2024,0,Delivered,148.57,1223.28,,,
SHP004707,PO004707,BlueDart,Road,04-04-2022,29-04-2022,12-05-2022,13,In Transit,4958.49,35785.47,,,
SHP004708,PO004708,XpressBees,Sea,11-09-2022,26-09-2022,04-10-2022,8,In Transit,933.84,2365.08,,,
SHP004709,PO004709,TCI Express,Road,12-04-2022,30-04-2022,Not Delivered,0,Not Shipped,2844.06,18748.48,,,
SHP004710,PO004710,FedEx India,Air,17-03-2024,01-04-2024,30-03-2024,0,Delivered,2850.66,117859.65,,,
SHP004711,PO004711,DTDC,Rail,12-08-2023,02-09-2023,Not Delivered,0,Not Shipped,3417.31,17100.3,,,
SHP004712,PO004712,Rivigo,Road,06-08-2022,26-08-2022,Not Delivered,0,Not Shipped,3973.48,27561.87,,,
SHP004713,PO004713,BlueDart,Sea,17-12-2023,01-01-2024,Not Delivered,0,Not Shipped,803.39,2118.72,,,
SHP004714,PO004714,FedEx India,Rail,07-06-2023,20-06-2023,19-06-2023,0,Delivered,3494.11,15162.02,,,
SHP004715,PO004715,XpressBees,Rail,21-07-2023,31-07-2023,06-08-2023,6,Delivered,1349.2,5414.12,,,
SHP004716,PO004716,FedEx India,Road,16-10-2022,18-11-2022,20-11-2022,2,Delivered,2530.46,19673.15,,,
SHP004717,PO004717,XpressBees,Rail,08-06-2022,19-06-2022,Not Delivered,0,Cancelled,2928.45,15878.76,,,
SHP004718,PO004718,TCI Express,Road,20-05-2023,20-06-2023,28-06-2023,8,Delivered,2201.13,18312.75,,,
SHP004719,PO004719,Shadowfax,Road,06-05-2022,24-05-2022,Not Delivered,0,Not Shipped,3041.29,23680.13,,,
SHP004720,PO004720,BlueDart,Rail,21-09-2024,24-10-2024,Not Delivered,0,Cancelled,91.07,365.89,,,
SHP004721,PO004721,Safexpress,Road,11-11-2023,16-12-2023,22-12-2023,6,Delivered,740.65,5348.76,,,
SHP004722,PO004722,FedEx India,Road,20-04-2022,01-05-2022,10-05-2022,9,Delivered,3048.1,22657.06,,,
SHP004723,PO004723,DTDC,Road,03-08-2022,21-08-2022,23-08-2022,2,In Transit,227.1,2000.77,,,
SHP004724,PO004724,Ecom Express,Road,10-04-2023,26-04-2023,09-05-2023,13,Delivered,4426.06,37823.72,,,
SHP004725,PO004725,Delhivery,Rail,18-04-2022,13-05-2022,Not Delivered,0,Not Shipped,2010.38,10551.31,,,
SHP004726,PO004726,Ecom Express,Road,14-09-2022,12-10-2022,Not Delivered,0,Cancelled,3282.88,29579.22,,,
SHP004727,PO004727,BlueDart,Road,22-08-2023,26-08-2023,Not Delivered,0,Cancelled,582.92,5251.64,,,
SHP004728,PO004728,Safexpress,Road,19-09-2022,14-10-2022,12-10-2022,0,Delivered,1033.66,7544.77,,,
SHP004729,PO004729,TCI Express,Road,09-03-2023,07-04-2023,16-04-2023,9,Delivered,3540.1,27263.12,,,
SHP004730,PO004730,Shadowfax,Air,19-06-2022,07-07-2022,Not Delivered,0,Cancelled,2010.69,78632.51,,,
SHP004731,PO004731,BlueDart,Road,11-09-2022,11-10-2022,12-10-2022,1,Delivered,3762.39,30326.12,,,
SHP004732,PO004732,Safexpress,Road,12-04-2022,03-05-2022,04-05-2022,1,Delivered,4778.42,34488.6,,,
